sample-index,text
sample-000857,the wind began to blow again
sample-000858,you can't go any farther one of them said
sample-000859,and what a way to quit
sample-000860,the heather was on fire and you could see a thin blue smoke rising up slowly
sample-000861,i'm the king of salem the old man had said
sample-000862,and stop threatening that boy
sample-000863,then he turned to the boy
sample-000864,for users it is important that they can trust their operating system
sample-000865,well why don't you go to mecca now asked the boy
sample-000866,the monk was irritated
sample-000867,and the sand and gravel had been flung violently in every direction
sample-000868,we don't know when the war will end so we can't continue our journey he said
sample-000869,can't you read me
sample-000870,all things are one the boy thought
sample-000871,don't tell me what to do
sample-000872,the problem is that they don't even realize that they're walking a new road every day
sample-000873,that's what i'm going to do
sample-000874,he was older and was carrying a small bucket
sample-000875,will you give me those stamps
sample-000876,i left her hanging around the american express
sample-000877,he had been to the village only once the year before
sample-000878,none of what the old man was saying made much sense to the boy
sample-000879,one day the earth began to tremble and the nile overflowed its banks
sample-000880,whatever the thing observed one could find a connection with his experience of the moment
sample-000881,he had tried in vain to establish a relationship with an alchemist
sample-000882,look at those shoulders
sample-000883,the sun thought for a minute
sample-000884,so he could not be hasty nor impatient
sample-000885,he just got a new kite for his birthday
sample-000886,i will be back soon
sample-000887,we're refugees from the tribal wars and we need money the other figure said
sample-000888,mrs sarah doesn't either
sample-000889,welli don't quite know what to say
sample-000890,he was excited and at the same time uneasy maybe the girl had already forgotten him
sample-000891,i thought you were chasing me
sample-000892,that he wanted to travel
sample-000893,note that it does have builtin support for web browsing although i find it doesn't work very well
sample-000894,the burning fire had been extinguished
sample-000895,there are four different sorts of fuel at this gas station
sample-000896,i gotta figure some way out of this thing
sample-000897,it drew a droplet of blood
sample-000898,this behavior of neural networks is sometimes called dreaming
sample-000899,don't you know there's a war on
sample-000900,then the thing came upon him in a flash
sample-000901,the men fell into an animated discussion
sample-000902,the boy was shaking with fear but the alchemist helped him out of the tent
sample-000903,the crowd swayed a little as i elbowed my way through
sample-000904,all the joy he had seen that morning had suddenly disappeared
sample-000905,i haven't been able to shake him since
sample-000906,i'm afraid i might have soiled the couch a little with my shoes eddie murphy
sample-000907,i went stretching my legs clumsily and feeling my way in the dark
sample-000908,the jacket had a purpose and so did the boy
sample-000909,who told you that asked the boy startled
sample-000910,he decided to spend the night there
sample-000911,my father offered her a job
sample-000912,it was papa that sends you flowers every day
sample-000913,another dreamer said the ticket seller to his assistant watching the boy walk away
